ID,Business Name,Category,City,Country,Phone,Email,Lead Score,Status,WhatsApp Direct Link,Email Subject,WhatsApp Pitch
"APX-0059","Rosewood Jeddah","Hospitality Saudi","Jeddah","Saudi Arabia","+966 12 200 0000","marketing.jeddah@rosewoodhotels.com","92","Ready for Outreach","https://wa.me/966122000000?text=Marhaba%20Rosewood%20Jeddah%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Rosewood Jeddah (Riyadh / Jeddah)","Marhaba Rosewood Jeddah Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0060","Al Othaim Markets KSA","Retail & FMCG","Riyadh","Saudi Arabia","+966 11 462 0000","marketing@othaim.com.sa","89","Ready for Outreach","https://wa.me/966114620000?text=Marhaba%20Al%20Othaim%20Markets%20KSA%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Al Othaim Markets KSA (Riyadh / Jeddah)","Marhaba Al Othaim Markets KSA Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0061","Saudi German Hospitals Group","Healthcare KSA","Jeddah","Saudi Arabia","+966 12 682 1022","marketing@saudihospital.com","90","Ready for Outreach","https://wa.me/966126821022?text=Marhaba%20Saudi%20German%20Hospitals%20Group%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Saudi German Hospitals Group (Riyadh / Jeddah)","Marhaba Saudi German Hospitals Group Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0062","Abdul Latif Jameel Co. Ltd","Automotive Saudi","Jeddah","Saudi Arabia","+966 12 660 0000","marketing@alj.com","91","Ready for Outreach","https://wa.me/966126600000?text=Marhaba%20Abdul%20Latif%20Jameel%20Co.%20Ltd%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Abdul Latif Jameel Co. Ltd (Riyadh / Jeddah)","Marhaba Abdul Latif Jameel Co. Ltd Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0063","Jarir Bookstore Saudi Arabia","E-commerce Saudi","Riyadh","Saudi Arabia","+966 11 463 7600","marketing@jarir.com","88","Ready for Outreach","https://wa.me/966114637600?text=Marhaba%20Jarir%20Bookstore%20Saudi%20Arabia%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Jarir Bookstore Saudi Arabia (Riyadh / Jeddah)","Marhaba Jarir Bookstore Saudi Arabia Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0064","The Cadogan Clinic London","Aesthetic Medical Clinic","London","UK","+44 20 7901 8500","info@cadoganclinic.com","94","Ready for Outreach","https://wa.me/442079018500?text=Hello%20The%20Cadogan%20Clinic%20London%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for The Cadogan Clinic London (London)","Hello The Cadogan Clinic London Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0065","The Harley Medical Group","Cosmetic Surgery Clinic","London","UK","+44 333 300 2525","info@harleymedical.co.uk","93","Ready for Outreach","https://wa.me/443333002525?text=Hello%20The%20Harley%20Medical%20Group%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for The Harley Medical Group (London)","Hello The Harley Medical Group Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0066","Savills PLC London","Luxury Property UK","London","UK","+44 20 7499 8644","london@savills.com","92","Ready for Outreach","https://wa.me/442074998644?text=Hello%20Savills%20PLC%20London%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for Savills PLC London (London)","Hello Savills PLC London Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0067","Knight Frank LLP London","Luxury Estate Agency","London","UK","+44 20 7629 8171","london@knightfrank.com","93","Ready for Outreach","https://wa.me/442076298171?text=Hello%20Knight%20Frank%20LLP%20London%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for Knight Frank LLP London (London)","Hello Knight Frank LLP London Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0068","Burberry Group PLC","Luxury Fashion Brand","London","UK","+44 20 3367 3000","marketing@burberry.com","97","Ready for Outreach","https://wa.me/442033673000?text=Hello%20Burberry%20Group%20PLC%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for Burberry Group PLC (London)","Hello Burberry Group PLC Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0069","The London Clinic","Private Hospital","London","UK","+44 20 7935 4444","marketing@thelondonclinic.co.uk","92","Ready for Outreach","https://wa.me/442079354444?text=Hello%20The%20London%20Clinic%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for The London Clinic (London)","Hello The London Clinic Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0070","Perfect Smile Dental Clinic London","Private Dentistry","London","UK","+44 20 7580 8080","info@perfectsmiledental.co.uk","91","Ready for Outreach","https://wa.me/442075808080?text=Hello%20Perfect%20Smile%20Dental%20Clinic%20London%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for Perfect Smile Dental Clinic London (London)","Hello Perfect Smile Dental Clinic London Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0071","Man Group PLC London","Private Equity & Finance","London","UK","+44 20 7144 1000","ir@man.com","96","Ready for Outreach","https://wa.me/442071441000?text=Hello%20Man%20Group%20PLC%20London%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for Man Group PLC London (London)","Hello Man Group PLC London Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0072","Mandarin Oriental Hyde Park Spa","Wellness & Spa","London","UK","+44 20 7235 2000","molon-spa@mohg.com","90","Ready for Outreach","https://wa.me/442072352000?text=Hello%20Mandarin%20Oriental%20Hyde%20Park%20Spa%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for Mandarin Oriental Hyde Park Spa (London)","Hello Mandarin Oriental Hyde Park Spa Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0073","The Drum Network London","Digital Agency UK","London","UK","+44 20 3948 7460","hello@thedrum.com","88","Ready for Outreach","https://wa.me/442039487460?text=Hello%20The%20Drum%20Network%20London%20Team!%20%F0%9F%91%8B%20We%20help%20private%20medical%20%26%20aesthetic%20clinics%20in%20London%20generate%2025-35%20high-ticket%20consultation%20bookings%20every%20month%20through%20automated%20search%20%26%20paid%20media%20funnels.%20Would%20you%20be%20open%20to%20a%202-minute%20breakdown%3F","Predictable High-Ticket Patient Acquisition for The Drum Network London (London)","Hello The Drum Network London Team! 👋 We help private medical & aesthetic clinics in London generate 25-35 high-ticket consultation bookings every month through automated search & paid media funnels. Would you be open to a 2-minute breakdown?"
"APX-0074","Godrej Properties Limited","Luxury Real Estate Mumbai","Mumbai","India","+91 22 6169 1234","marketing@godrejproperties.com","95","Ready for Outreach","https://wa.me/912261691234?text=Hi%20Godrej%20Properties%20Limited%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Mumbai%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Godrej Properties Limited","Hi Godrej Properties Limited Marketing Team! 👋 We help high-growth companies in Mumbai scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0075","Hindustan Unilever Limited","FMCG Giant","Mumbai","India","+91 22 3983 0000","marketing.india@unilever.com","96","Ready for Outreach","https://wa.me/912239830000?text=Hi%20Hindustan%20Unilever%20Limited%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Mumbai%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Hindustan Unilever Limited","Hi Hindustan Unilever Limited Marketing Team! 👋 We help high-growth companies in Mumbai scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0076","Dharma Productions Pvt Ltd","Bollywood Production","Mumbai","India","+91 22 6765 9000","marketing@dharmamovies.com","94","Ready for Outreach","https://wa.me/912267659000?text=Hi%20Dharma%20Productions%20Pvt%20Ltd%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Mumbai%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Dharma Productions Pvt Ltd","Hi Dharma Productions Pvt Ltd Marketing Team! 👋 We help high-growth companies in Mumbai scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0077","Kotak Mahindra Bank Limited","Banking & Finance","Mumbai","India","+91 22 6166 0001","marketing@kotak.com","94","Ready for Outreach","https://wa.me/912261660001?text=Hi%20Kotak%20Mahindra%20Bank%20Limited%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Mumbai%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Kotak Mahindra Bank Limited","Hi Kotak Mahindra Bank Limited Marketing Team! 👋 We help high-growth companies in Mumbai scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0078","Sony Pictures Networks India","Media & Entertainment","Mumbai","India","+91 22 6752 7000","marketing@sonyliv.com","93","Ready for Outreach","https://wa.me/912267527000?text=Hi%20Sony%20Pictures%20Networks%20India%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Mumbai%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Sony Pictures Networks India","Hi Sony Pictures Networks India Marketing Team! 👋 We help high-growth companies in Mumbai scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0079","Mamaearth (Honasa Consumer)","D2C Beauty Brand","Mumbai","India","+91 12 4454 5400","marketing@mamaearth.in","92","Ready for Outreach","https://wa.me/911244545400?text=Hi%20Mamaearth%20(Honasa%20Consumer)%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Mumbai%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Mamaearth (Honasa Consumer)","Hi Mamaearth (Honasa Consumer) Marketing Team! 👋 We help high-growth companies in Mumbai scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0080","Jubilant FoodWorks (Dominos India)","Food & Restaurant Chain","Mumbai","India","+91 120 468 3300","marketing@jubilantfoodworks.com","89","Ready for Outreach","https://wa.me/911204683300?text=Hi%20Jubilant%20FoodWorks%20(Dominos%20India)%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Mumbai%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Jubilant FoodWorks (Dominos India)","Hi Jubilant FoodWorks (Dominos India) Marketing Team! 👋 We help high-growth companies in Mumbai scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0081","Grab Holdings Singapore","Tech & AI Company","Singapore","Singapore","+65 6930 4800","marketing@grab.com","95","Ready for Outreach","https://wa.me/6569304800?text=Hi%20Grab%20Holdings%20Singapore%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Singapore%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Grab Holdings Singapore","Hi Grab Holdings Singapore Marketing Team! 👋 We help high-growth companies in Singapore scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0082","Temasek Holdings Singapore","Investment Management","Singapore","Singapore","+65 6828 6828","marketing@temasek.com.sg","98","Ready for Outreach","https://wa.me/6568286828?text=Hi%20Temasek%20Holdings%20Singapore%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Singapore%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Temasek Holdings Singapore","Hi Temasek Holdings Singapore Marketing Team! 👋 We help high-growth companies in Singapore scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0083","Raffles Hotel Singapore","Luxury Hotel Group","Singapore","Singapore","+65 6337 1886","singapore@raffles.com","94","Ready for Outreach","https://wa.me/6563371886?text=Hi%20Raffles%20Hotel%20Singapore%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Singapore%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Raffles Hotel Singapore","Hi Raffles Hotel Singapore Marketing Team! 👋 We help high-growth companies in Singapore scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0084","CapitaLand Group Singapore","Real Estate Developer","Singapore","Singapore","+65 6823 3200","marketing@capitaland.com","95","Ready for Outreach","https://wa.me/6568233200?text=Hi%20CapitaLand%20Group%20Singapore%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Singapore%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for CapitaLand Group Singapore","Hi CapitaLand Group Singapore Marketing Team! 👋 We help high-growth companies in Singapore scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0085","DBS Bank Ltd Singapore","Financial Services","Singapore","Singapore","+65 6327 2265","marketing@dbs.com","93","Ready for Outreach","https://wa.me/6563272265?text=Hi%20DBS%20Bank%20Ltd%20Singapore%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Singapore%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for DBS Bank Ltd Singapore","Hi DBS Bank Ltd Singapore Marketing Team! 👋 We help high-growth companies in Singapore scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0086","Huge Inc New York","Digital Agency NYC","New York","USA","+1 718 625 4843","newbusiness@hugeinc.com","90","Ready for Outreach","https://wa.me/17186254843?text=Hi%20Huge%20Inc%20New%20York%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20New%20York%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Huge Inc New York","Hi Huge Inc New York Marketing Team! 👋 We help high-growth companies in New York scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0087","Related Companies New York","Real Estate USA","New York","USA","+1 212 421 5333","marketing@related.com","93","Ready for Outreach","https://wa.me/12124215333?text=Hi%20Related%20Companies%20New%20York%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20New%20York%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Related Companies New York","Hi Related Companies New York Marketing Team! 👋 We help high-growth companies in New York scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0088","Wpromote LLC Los Angeles","Performance Marketing","Los Angeles","USA","+1 310 421 4844","hello@wpromote.com","88","Ready for Outreach","https://wa.me/13104214844?text=Hi%20Wpromote%20LLC%20Los%20Angeles%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20Los%20Angeles%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Wpromote LLC Los Angeles","Hi Wpromote LLC Los Angeles Marketing Team! 👋 We help high-growth companies in Los Angeles scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0089","Harry's Inc New York","D2C Brand USA","New York","USA","+1 888 212 6855","brand@harrys.com","87","Ready for Outreach","https://wa.me/18882126855?text=Hi%20Harry's%20Inc%20New%20York%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20New%20York%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Harry's Inc New York","Hi Harry's Inc New York Marketing Team! 👋 We help high-growth companies in New York scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0090","Brex Inc San Francisco","Tech Startup","San Francisco","USA","+1 833 228 2739","marketing@brex.com","89","Ready for Outreach","https://wa.me/18332282739?text=Hi%20Brex%20Inc%20San%20Francisco%20Marketing%20Team!%20%F0%9F%91%8B%20We%20help%20high-growth%20companies%20in%20San%20Francisco%20scale%20revenue%20with%20high-speed%20web%20apps%2C%20AI%20automation%20bots%20%26%20performance%20marketing.%20Are%20you%20planning%20any%20major%20scaling%20pushes%20this%20quarter%3F","Growth Engineering & AI Performance Funnels for Brex Inc San Francisco","Hi Brex Inc San Francisco Marketing Team! 👋 We help high-growth companies in San Francisco scale revenue with high-speed web apps, AI automation bots & performance marketing. Are you planning any major scaling pushes this quarter?"
"APX-0091","Roshn Real Estate Group (PIF)","Vision 2030 Enterprise","Riyadh","Saudi Arabia","+966 11 834 8888","info@roshn.sa","99","Ready for Outreach","https://wa.me/966118348888?text=Marhaba%20Roshn%20Real%20Estate%20Group%20(PIF)%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Roshn Real Estate Group (PIF) (Riyadh / Jeddah)","Marhaba Roshn Real Estate Group (PIF) Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0092","Diriyah Gate Development Authority (DGDA)","Vision 2030 Enterprise","Riyadh","Saudi Arabia","+966 11 838 5555","media@dgda.gov.sa","99","Ready for Outreach","https://wa.me/966118385555?text=Marhaba%20Diriyah%20Gate%20Development%20Authority%20(DGDA)%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Diriyah Gate Development Authority (DGDA) (Riyadh / Jeddah)","Marhaba Diriyah Gate Development Authority (DGDA) Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
"APX-0093","Red Sea Global (RSG)","Vision 2030 Enterprise","Riyadh","Saudi Arabia","+966 11 254 7000","procurement@redseaglobal.com","98","Ready for Outreach","https://wa.me/966112547000?text=Marhaba%20Red%20Sea%20Global%20(RSG)%20Team!%20%F0%9F%91%8B%20I%20am%20Ismail%20Kazia%20from%20GALICON.%20We%20produce%20Vision%202030%20corporate%20conclaves%2C%20mega%20summits%20%26%20VIP%20staging%20across%20Riyadh%20%26%20Jeddah%20with%20Arabic%2FEnglish%20interpretation%20%26%20local%20ANB%20Bank%20invoicing.%20Can%20we%20share%20our%202026%20lookbook%3F","Saudi Vision 2030 Executive Conclave & Staging Partnership — Red Sea Global (RSG) (Riyadh / Jeddah)","Marhaba Red Sea Global (RSG) Team! 👋 I am Ismail Kazia from GALICON. We produce Vision 2030 corporate conclaves, mega summits & VIP staging across Riyadh & Jeddah with Arabic/English interpretation & local ANB Bank invoicing. Can we share our 2026 lookbook?"
